contrast,family,quantity,stratum,seed,n_rows,n_parents,value_row,value_parent,ci_lo,ci_hi,boot,terms
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,small_edit,805,5,3,0.6,0.666667,0.0,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,small_edit,806,5,3,-0.4,-0.5,-1.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,0.133333,0.111111,-0.0,0.333333,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,small_edit,803,5,3,0.416667,,0.0,0.75,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,small_edit,805,5,3,0.6,,0.0,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,small_edit,806,5,3,,,,,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.508333,,,,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,other_edit,803,173,84,0.421965,0.375,0.255928,0.490079,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,other_edit,805,173,84,0.514451,0.415675,0.294618,0.532738,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,other_edit,806,173,84,0.375723,0.373016,0.270809,0.474206,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,other_edit,cross_seed_mean,173,84,0.43738,0.387897,0.306548,0.467932,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,803,173,84,0.283237,0.222222,0.115079,0.333333,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,805,173,84,0.248555,0.190476,0.099206,0.285714,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,806,173,84,0.283237,0.28373,0.167659,0.394866,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,0.271676,0.232143,0.150124,0.312178,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,other_edit,803,173,84,0.115607,0.095238,0.035714,0.166667,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,other_edit,805,173,84,0.052023,0.083333,0.035714,0.142857,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,other_edit,806,173,84,0.092486,0.119048,0.059524,0.190476,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,0.086705,0.099206,0.055556,0.146825,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,other_edit,803,173,84,0.225434,0.191468,0.093254,0.293651,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,other_edit,805,173,84,0.16185,0.15377,0.06746,0.246032,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,other_edit,806,173,84,0.242775,0.24504,0.139881,0.351215,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,0.210019,0.196759,0.127646,0.265873,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,other_edit,803,173,84,0.231214,0.193452,0.100198,0.285714,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,other_edit,805,173,84,0.231214,0.203373,0.12004,0.290675,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,other_edit,806,173,84,0.16763,0.188492,0.094246,0.281746,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,0.210019,0.195106,0.122016,0.266204,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,803,173,84,0.17341,0.186508,0.078373,0.294643,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,805,173,84,0.289017,0.240079,0.121032,0.357168,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,806,173,84,0.127168,0.122024,-0.005952,0.246057,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.196532,0.18287,0.094238,0.26918,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,803,173,84,0.339408,,0.201578,0.472102,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,805,173,84,0.469755,,0.340521,0.594131,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,806,173,84,0.308114,,0.158423,0.464744,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.372426,,,,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,all,803,178,85,0.365169,0.362745,0.255858,0.469608,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,all,805,178,85,0.359551,0.35098,0.229412,0.464706,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,all,806,178,85,0.370787,0.306863,0.196078,0.411765,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,all,cross_seed_mean,178,85,0.365169,0.340196,0.263064,0.417974,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,all,803,178,85,0.286517,0.278431,0.188235,0.376471,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,all,805,178,85,0.275281,0.266667,0.172549,0.364755,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,all,806,178,85,0.252809,0.205882,0.104902,0.308824,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.271536,0.250327,0.176471,0.328758,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,all,803,178,85,0.02809,0.035294,0.0,0.082353,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,all,805,178,85,0.016854,0.011765,0.0,0.035294,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,all,806,178,85,0.022472,0.023529,0.0,0.058824,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.022472,0.023529,0.003922,0.047059,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,all,803,178,85,0.185393,0.188235,0.111765,0.272549,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,all,805,178,85,0.196629,0.2,0.116667,0.288235,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,all,806,178,85,0.179775,0.157843,0.066667,0.24902,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.187266,0.182026,0.116332,0.251634,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,B_state2,all,803,178,85,0.202247,0.197059,0.121569,0.278456,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,B_state2,all,805,178,85,0.179775,0.170588,0.097059,0.252966,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,B_state2,all,806,178,85,0.140449,0.132353,0.065686,0.205882,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.174157,0.166667,0.107508,0.23268,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,AB_state3,all,803,178,85,0.095506,0.113725,0.033333,0.19902,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,AB_state3,all,805,178,85,0.106742,0.110784,0.018627,0.206863,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,AB_state3,all,806,178,85,0.123596,0.098039,0.014706,0.177475,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.108614,0.107516,0.04902,0.168636,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,CCM,all,803,178,85,0.145604,,0.048347,0.253837,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,CCM,all,805,178,85,0.180572,,0.066912,0.299579,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,CCM,all,806,178,85,0.21306,,0.106487,0.324048,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,CCM,all,cross_seed_mean,178,85,0.179746,,,,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,small_edit,803,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,small_edit,805,5,3,0.4,0.333333,0.0,0.5,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,small_edit,806,5,3,0.2,0.166667,0.0,0.5,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,J,small_edit,cross_seed_mean,5,3,0.333333,0.277778,0.0,0.666667,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,803,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,805,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,806,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,small_edit,806,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,0.266667,0.222222,0.0,0.666667,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,B_state2,small_edit,803,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
C_standard_pretrained_flip minus D_standard_pretrained_flip,paired_contrast,B_state2,small_edit,805,5,3,0.4,0.333333,0.0,1.0,4000,+1*C_standard_pretrained_flip -1*D_standard_pretrained_flip
